"   ","DEPTID","TYPE","NUM","WEIGHT","BILLDATE","KIND","BILLNO"
"1","0101","1","1.000000","14.350000","2015/6/27 14:22:15","热轧卷","RK1506270097"
"2","0101","1","1.000000","14.360000","2015/6/27 14:22:46","热轧卷","RK1506270098"
"3","0101","3","1.000000","14.290000","2015/6/27 14:23:08","热轧卷","RK1506270099"
"4","0101","1","1.000000","14.270000","2015/6/27 14:23:28","热轧卷","RK1506270100"
"5","0101","1","1.000000","19.028000","2015/6/27 14:25:21","热轧卷","RK1506270101"
"6","0101","1","1.000000","4.090000","2015/6/27 14:27:34","热轧卷","RK1506270102"
"7","0101","2","1.000000","6.710000","2015/6/27 14:27:56","热轧卷","RK1506270103"
"8","0101","1","1.000000","3.630000","2015/6/27 14:28:13","热轧卷","RK1506270104"
"9","0101","1","1.000000","4.220000","2015/6/27 14:30:56","热轧卷","RK1506270105"
"10","0101","3","1.000000","4.240000","2015/6/27 14:31:28","热轧卷","RK1506270106"
"11","0101","1","1.000000","3.240000","2015/6/27 14:34:27","热轧卷","RK1506270107"
"12","0101","3","1.000000","3.780000","2015/6/27 14:34:56","热轧卷","RK1506270108"
"13","0101","1","1.000000","4.300000","2015/6/27 14:35:16","热轧卷","RK1506270109"
"14","0101","1","1.000000","6.440000","2015/6/27 14:36:04","热轧卷","RK1506270110"
"15","0101","3","1.000000","8.590000","2015/6/27 14:36:25","热轧卷","RK1506270111"
"16","0101","1","1.000000","8.710000","2015/6/27 14:36:50","热轧卷","RK1506270112"
"17","0101","1","1.000000","8.290000","2015/6/27 14:37:15","热轧卷","RK1506270113"
"18","0101","2","1.000000","2.080000","2015/6/27 14:37:34","热轧卷","RK1506270114"
"19","0101","1","1.000000","2.780000","2015/6/27 14:38:47","热轧卷","RK1506270115"
"20","0101","2","1.000000","15.170000","2015/6/27 14:39:12","热轧卷","RK1506270116"
"21","0101","2","1.000000","2.340000","2015/6/27 14:39:32","热轧卷","RK1506270117"
"22","0101","1","1.000000","2.850000","2015/6/27 14:39:48","热轧卷","RK1506270118"
"23","0101","2","1.000000","2.430000","2015/6/27 14:40:05","热轧卷","RK1506270119"
"24","0101","3","1.000000","6.660000","2015/6/27 14:40:24","热轧卷","RK1506270120"
"25","0101","1","2.000000","43.418000","2015/6/30 9:59:35","热卷","RK1506300001"
"26","0101","1","2.000000","45.580000","2015/6/30 10:01:46","热卷","RK1506300003"
"27","0101","1","2.000000","59.827000","2015/6/30 10:10:20","热卷","RK1506300010"
"28","0101","2","76.000000","3.440000","2015/6/30 10:31:46","","CK1506300007"
"29","0101","1","2.000000","43.887000","2015/6/30 10:00:45","热卷","RK1506300002"
"30","0101","1","2.000000","55.303000","2015/6/30 10:04:14","热卷","RK1506300005"
"31","0101","1","2.000000","41.960000","2015/6/30 10:05:12","热卷","RK1506300006"
"32","0101","1","2.000000","58.220000","2015/6/30 10:05:50","热卷","RK1506300007"
"33","0101","3","","","2015/6/30 10:06:05","热轧卷","GA1506300002"
"34","0101","1","2.000000","41.780000","2015/6/30 10:06:28","热卷","RK1506300008"
"35","0101","1","2.000000","59.585000","2015/6/30 10:08:40","热卷","RK1506300009"
"36","0101","2","76.000000","30.005000","2015/6/30 10:41:58","","CK1506300008"
"37","0101","1","2.000000","55.860000","2015/6/30 10:02:54","热卷","RK1506300004"
"38","0101","3","","","2015/6/30 10:33:06","热卷","GA1506300003"
"39","0101","3","","","2015/6/30 10:33:10","热轧卷","GA1506300004"
"40","0101","3","","","2015/6/30 11:18:04","热轧卷","GA1506300009"
"41","0101","3","","","2015/6/30 11:18:06","热卷","GA1506300010"
"42","0101","3","","","2015/6/30 12:21:04","热轧卷","GA1506300014"
"43","0101","3","1.000000","24.610000","2015/6/30 10:56:56","","GH1506300008"
"44","0101","3","1.000000","24.630000","2015/6/30 10:57:42","","GH1506300009"
"45","0101","3","","","2015/6/30 11:36:24","热轧卷","GA1506300011"
"46","0101","3","1.000000","24.610000","2015/6/30 10:54:09","","GH1506300005"
"47","0101","3","1.000000","24.590000","2015/6/30 10:55:21","","GH1506300006"
"48","0101","3","5.000000","98.350000","2015/6/30 10:58:51","","GH1506300010"
"49","0101","3","","","2015/6/30 11:42:05","热轧卷","GA1506300012"
"50","0101","3","","","2015/6/30 11:42:07","热轧卷","GA1506300013"
"51","0101","3","","","2015/6/30 10:54:07","热轧卷","GA1506300005"
"52","0101","3","","","2015/6/30 10:54:07","热轧卷","GA1506300006"
"53","0101","3","","","2015/6/30 10:54:08","热轧卷","GA1506300007"
"54","0101","3","","","2015/6/30 10:57:12","热轧卷","GA1506300008"
"55","0101","2","1.000000","2.815000","2015/6/30 11:23:43","","CK1506300009"
"56","0101","3","","","2015/6/30 12:54:06","热轧卷","GA1506300015"
"57","0101","3","1.000000","20.340000","2015/6/30 10:50:21","","GH1506300002"
"58","0101","3","1.000000","20.280000","2015/6/30 11:00:37","","GH1506300013"
"59","0101","3","1.000000","24.590000","2015/6/30 10:52:01","","GH1506300003"
"60","0101","3","1.000000","24.590000","2015/6/30 10:56:01","","GH1506300007"
"61","0101","3","1.000000","20.240000","2015/6/30 10:59:32","","GH1506300011"
"62","0101","3","1.000000","20.110000","2015/6/30 11:00:09","","GH1506300012"
"63","0101","3","2.000000","59.330000","2015/6/30 12:47:25","","GH1506300014"
"64","0101","3","1.000000","24.630000","2015/6/30 10:52:57","","GH1506300004"
"65","0101","3","2.000000","57.200000","2015/6/30 14:05:27","","GH1506300015"
"66","0101","3","","","2015/6/30 13:15:04","热轧卷","GA1506300016"
"67","0101","3","","","2015/6/30 13:15:05","热轧卷","GA1506300017"
"68","0101","3","","","2015/6/30 13:51:04","热轧卷","GA1506300018"
"69","0101","2","71.000000","7.360000","2015/6/30 14:22:28","","CK1506300011"
"70","0101","3","","","2015/6/30 14:12:04","热轧卷","GA1506300019"
"71","0101","3","","","2015/6/30 14:12:06","热轧卷","GA1506300020"
"72","0101","3","","","2015/6/30 14:15:04","热轧卷","GA1506300021"
"73","0101","3","","","2015/6/30 14:15:07","热轧卷","GA1506300022"
"74","0101","2","48.000000","5.815000","2015/6/30 14:21:13","","CK1506300011"
"75","0101","3","1.000000","28.580000","2015/6/30 14:23:12","","GH1506300016"
"76","0101","2","1.000000","5.030000","2015/6/30 13:57:30","","CK1506300010"
"77","0101","3","","","2015/6/30 14:39:09","热轧卷","GA1506300023"
"78","0101","3","","","2015/6/30 14:48:09","热轧卷","GA1506300024"
"79","0101","3","","","2015/6/30 14:51:05","热轧卷","GA1506300025"
"80","0101","2","2.000000","13.650000","2015/6/30 15:06:10","","CK1506300014"
"81","0101","3","","","2015/6/30 15:00:04","热轧卷","GA1506300027"
"82","0101","3","","","2015/6/30 15:03:08","热轧卷","GA1506300028"
"83","0101","3","","","2015/6/30 15:06:04","热轧卷","GA1506300029"
"84","0101","3","","","2015/6/30 15:18:08","热轧卷","GA1506300032"
"85","0101","3","","","2015/6/30 15:18:10","热轧卷","GA1506300033"
"86","0101","2","1.000000","19.740000","2015/6/30 14:43:34","","CK1506300012"
"87","0101","3","","","2015/6/30 14:51:09","热轧卷","GA1506300026"
"88","0101","3","","","2015/6/30 15:12:04","热轧卷","GA1506300030"
"89","0101","3","","","2015/6/30 15:15:04","热轧卷","GA1506300031"
"90","0101","2","1.000000","7.670000","2015/6/30 15:16:51","","CK1506300015"
"91","0101","2","1.000000","31.720000","2015/6/30 14:59:35","","CK1506300013"
"92","0101","2","1.000000","24.160000","2015/6/30 15:28:06","","CK1506300017"
"93","0101","3","1.000000","14.935000","2015/6/30 15:46:22","","GZ1506300000"
"94","0101","2","1.000000","28.700000","2015/6/30 15:54:48","","CK1506300022"
"95","0101","2","218.000000","23.420000","2015/6/30 15:47:01","","CK1506300021"
"96","0101","3","1.000000","23.460000","2015/6/30 15:49:52","","GZ1506300001"
"97","0101","2","1.000000","24.520000","2015/6/30 15:35:37","","CK1506300018"
"98","0101","3","","","2015/6/30 15:27:20","热轧卷","GA1506300034"
"99","0101","3","","","2015/6/30 15:30:06","热轧卷","GA1506300035"
"100","0101","3","","","2015/6/30 15:33:09","热轧卷","GA1506300036"
"101","0101","3","","","2015/6/30 15:51:05","热轧卷","GA1506300039"
"102","0101","3","","","2015/6/30 15:36:06","热轧卷","GA1506300037"
"103","0101","2","312.000000","38.030000","2015/6/30 15:36:46","","CK1506300019"
"104","0101","3","","","2015/6/30 15:39:05","热轧卷","GA1506300038"
"105","0101","2","1.000000","26.720000","2015/6/30 15:24:24","","CK1506300016"
"106","0101","2","1.000000","15.345000","2015/6/30 15:39:58","","CK1506300020"
"107","0101","2","159.000000","18.135000","2015/6/30 16:01:14","","CK1506300023"
"108","0101","2","2.000000","28.680000","2015/6/30 16:23:12","","CK1506300025"
"109","0101","2","1.000000","23.170000","2015/6/30 16:27:14","","CK1506300026"
"110","0101","2","2.000000","12.940000","2015/6/30 16:48:15","","CK1506300027"
"111","0101","3","1.000000","22.540000","2015/6/30 16:50:21","","GH1506300019"
"112","0101","3","5.000000","102.600000","2015/6/30 16:16:17","","GH1506300017"
"113","0101","3","1.000000","28.500000","2015/6/30 16:27:55","","GH1506300018"
"114","0101","2","1.000000","23.060000","2015/6/30 16:21:03","","CK1506300024"
"115","0101","3","","","2015/6/30 16:27:11","热轧卷","GA1506300040"
"116","0101","2","124.000000","13.020000","2015/6/30 17:15:57","","CK1506300028"
"117","0101","2","1.000000","19.940000","2015/6/30 17:12:11","","CK1506300027"
"118","0101","2","1.000000","32.140000","2015/6/30 18:30:44","","CK1506300035"
"119","0101","2","1.000000","21.620000","2015/6/30 17:17:26","","CK1506300029"
"120","0101","2","196.000000","7.330000","2015/6/30 18:21:20","","CK1506300034"
"121","0101","2","6.000000","147.000000","2015/6/30 18:15:29","","CK1506300033"
"122","0101","2","119.000000","77.252000","2015/6/30 17:41:34","","CK1506300030"
"123","0101","2","2.000000","48.720000","2015/6/30 17:53:43","","CK1506300031"
"124","0101","2","1.000000","15.360000","2015/6/30 18:07:55","","CK1506300032"
"125","0101","2","1.000000","25.600000","2015/6/30 19:32:39","","CK1506300039"
"126","0101","2","141.000000","17.905000","2015/6/30 19:43:58","","CK1506300040"
"127","0101","1","1.000000","29.180000","2015/7/1 0:09:07","热轧卷","RK1507010002"
"128","0101","1","1.000000","29.560000","2015/7/1 0:12:58","热轧卷","RK1507010010"
"129","0101","1","1.000000","11.120000","2015/7/1 0:18:18","热轧卷","RK1507010022"
"130","0101","1","1.000000","2.960000","2015/7/1 0:28:20","热轧卷","RK1507010037"
"131","0101","1","1.000000","2.820000","2015/7/1 0:30:56","热轧卷","RK1507010041"
"132","0101","1","1.000000","13.590000","2015/7/1 0:34:59","热轧卷","RK1507010053"
"133","0101","1","1.000000","24.080000","2015/7/1 0:09:57","热轧卷","RK1507010004"
"134","0101","1","1.000000","20.840000","2015/7/1 0:12:20","热轧卷","RK1507010008"
"135","0101","2","1.000000","27.380000","2015/6/30 19:26:51","","CK1506300037"
"136","0101","2","1.000000","7.120000","2015/6/30 19:31:27","","CK1506300038"
"137","0101","1","1.000000","21.540000","2015/7/1 0:10:23","热轧卷","RK1507010005"
"138","0101","1","1.000000","27.280000","2015/7/1 0:10:50","热轧卷","RK1507010006"
"139","0101","1","1.000000","34.220000","2015/7/1 0:11:56","热轧卷","RK1507010007"
"140","0101","1","1.000000","7.000000","2015/7/1 0:16:59","热轧卷","RK1507010018"
"141","0101","1","1.000000","10.225000","2015/7/1 0:19:22","热轧卷","RK1507010025"
"142","0101","1","1.000000","2.880000","2015/7/1 0:21:19","热轧卷","RK1507010028"
"143","0101","1","1.000000","5.610000","2015/7/1 0:32:00","热轧卷","RK1507010044"
"144","0101","1","1.000000","4.070000","2015/7/1 0:32:35","热轧卷","RK1507010046"
"145","0101","1","1.000000","4.620000","2015/7/1 0:33:58","热轧卷","RK1507010050"
"146","0101","1","1.000000","13.560000","2015/7/1 0:34:41","热轧卷","RK1507010052"
"147","0101","1","1.000000","5.705000","2015/7/1 0:22:31","热轧卷","RK1507010031"
"148","0101","1","1.000000","8.050000","2015/7/1 0:28:01","热轧卷","RK1507010036"
"149","0101","1","1.000000","3.090000","2015/7/1 0:29:04","热轧卷","RK1507010039"
"150","0101","1","1.000000","4.600000","2015/7/1 0:33:34","热轧卷","RK1507010049"
"151","0101","1","1.000000","13.510000","2015/7/1 0:35:15","热轧卷","RK1507010054"
"152","0101","2","1.000000","22.180000","2015/6/30 18:59:19","","CK1506300036"
"153","0101","1","1.000000","24.220000","2015/7/1 0:09:32","热轧卷","RK1507010003"
"154","0101","1","1.000000","3.050000","2015/7/1 0:15:40","热轧卷","RK1507010016"
"155","0101","1","1.000000","2.065000","2015/7/1 0:17:59","热轧卷","RK1507010021"
"156","0101","1","1.000000","24.240000","2015/7/1 0:13:18","热轧卷","RK1507010011"
"157","0101","1","1.000000","22.300000","2015/7/1 0:14:33","热轧卷","RK1507010014"
"158","0101","1","1.000000","12.715000","2015/7/1 0:16:34","热轧卷","RK1507010017"
"159","0101","1","1.000000","3.535000","2015/7/1 0:21:03","热轧卷","RK1507010027"
"160","0101","1","1.000000","18.880000","2015/7/1 0:37:27","热轧卷","RK1507010060"
"161","0101","1","1.000000","2.870000","2015/7/1 0:38:18","热轧卷","RK1507010062"
"162","0101","1","1.000000","2.930000","2015/7/1 0:38:37","热轧卷","RK1507010063"
"163","0101","1","1.000000","2.520000","2015/7/1 0:38:56","热轧卷","RK1507010064"
"164","0101","1","1.000000","2.480000","2015/7/1 0:39:14","热轧卷","RK1507010065"
"165","0101","1","1.000000","22.100000","2015/7/1 0:08:39","热轧卷","RK1507010001"
"166","0101","1","1.000000","24.760000","2015/7/1 0:12:40","热轧卷","RK1507010009"
"167","0101","1","1.000000","8.950000","2015/7/1 0:17:23","热轧卷","RK1507010019"
"168","0101","1","1.000000","3.050000","2015/7/1 0:17:39","热轧卷","RK1507010020"
"169","0101","1","1.000000","9.740000","2015/7/1 0:18:45","热轧卷","RK1507010023"
"170","0101","1","1.000000","23.335000","2015/7/1 0:21:43","热轧卷","RK1507010029"
"171","0101","1","1.000000","22.665000","2015/7/1 0:22:11","热轧卷","RK1507010030"
"172","0101","1","1.000000","2.980000","2015/7/1 0:28:40","热轧卷","RK1507010038"
"173","0101","1","1.000000","4.440000","2015/7/1 0:31:19","热轧卷","RK1507010042"
"174","0101","1","1.000000","6.250000","2015/7/1 0:32:19","热轧卷","RK1507010045"
"175","0101","1","1.000000","3.030000","2015/7/1 0:36:53","热轧卷","RK1507010058"
"176","0101","1","1.000000","18.950000","2015/7/1 0:37:44","热轧卷","RK1507010061"
"177","0101","2","5.000000","111.420000","2015/6/30 20:01:06","","CK1506300041"
"178","0101","2","54.000000","76.550000","2015/6/30 21:08:51","","CK1506300042"
"179","0101","2","1088.000000","65.025000","2015/6/30 21:30:02","","CK1506300043"
"180","0101","2","59.000000","15.010000","2015/6/30 21:35:14","","CK1506300044"
"181","0101","1","1.000000","27.620000","2015/7/1 0:13:44","热轧卷","RK1507010012"
"182","0101","1","1.000000","30.380000","2015/7/1 0:14:15","热轧卷","RK1507010013"
"183","0101","1","1.000000","24.200000","2015/7/1 0:14:54","热轧卷","RK1507010015"
"184","0101","1","1.000000","7.190000","2015/7/1 0:19:04","热轧卷","RK1507010024"
"185","0101","1","1.000000","7.105000","2015/7/1 0:19:39","热轧卷","RK1507010026"
"186","0101","1","1.000000","4.005000","2015/7/1 0:22:51","热轧卷","RK1507010032"
"187","0101","1","1.000000","7.040000","2015/7/1 0:23:13","热轧卷","RK1507010033"
"188","0101","1","1.000000","7.480000","2015/7/1 0:24:27","热轧卷","RK1507010034"
"189","0101","1","1.000000","8.600000","2015/7/1 0:24:51","热轧卷","RK1507010035"
"190","0101","1","1.000000","4.050000","2015/7/1 0:30:33","热轧卷","RK1507010040"
"191","0101","1","1.000000","1.820000","2015/7/1 0:31:40","热轧卷","RK1507010043"
"192","0101","1","1.000000","3.330000","2015/7/1 0:32:55","热轧卷","RK1507010047"
"193","0101","1","1.000000","4.790000","2015/7/1 0:33:13","热轧卷","RK1507010048"
"194","0101","1","1.000000","2.970000","2015/7/1 0:34:18","热轧卷","RK1507010051"
"195","0101","1","1.000000","13.600000","2015/7/1 0:35:36","热轧卷","RK1507010055"
"196","0101","1","1.000000","10.450000","2015/7/1 0:35:53","热轧卷","RK1507010056"
"197","0101","1","1.000000","10.020000","2015/7/1 0:36:36","热轧卷","RK1507010057"
"198","0101","1","1.000000","18.850000","2015/7/1 0:37:10","热轧卷","RK1507010059"
"199","0101","1","1.000000","23.950000","2015/7/1 9:00:45","热卷","RK1507010066"
"200","0101","1","1.000000","16.580000","2015/7/1 10:32:59","热轧卷","RK1507010087"
"201","0101","1","1.000000","19.140000","2015/7/1 10:34:45","热轧卷","RK1507010090"
"202","0101","1","1.000000","16.740000","2015/7/1 10:17:55","热轧卷","RK1507010067"
"203","0101","1","1.000000","15.080000","2015/7/1 10:22:28","热轧卷","RK1507010072"
"204","0101","1","1.000000","19.190000","2015/7/1 10:24:54","热轧卷","RK1507010073"
"205","0101","1","1.000000","15.840000","2015/7/1 10:29:22","热轧卷","RK1507010081"
"206","0101","1","1.000000","16.340000","2015/7/1 10:32:08","热轧卷","RK1507010083"
"207","0101","1","1.000000","19.360000","2015/7/1 10:36:17","热轧卷","RK1507010094"
"208","0101","1","1.000000","17.360000","2015/7/1 10:18:12","热轧卷","RK1507010068"
"209","0101","1","1.000000","11.260000","2015/7/1 10:19:03","热轧卷","RK1507010070"
"210","0101","1","1.000000","6.140000","2015/7/1 10:25:41","热轧卷","RK1507010075"
"211","0101","1","1.000000","19.220000","2015/7/1 10:32:21","热轧卷","RK1507010084"
"212","0101","1","1.000000","15.690000","2015/7/1 10:35:01","热轧卷","RK1507010091"
"213","0101","1","1.000000","17.140000","2015/7/1 10:36:41","热轧卷","RK1507010096"
"214","0101","3","","","2015/7/1 10:51:05","热轧卷","GA1507010003"
"215","0101","1","1.000000","26.780000","2015/7/1 10:25:20","热轧卷","RK1507010074"
"216","0101","1","1.000000","24.040000","2015/7/1 10:26:16","热轧卷","RK1507010076"
"217","0101","1","1.000000","15.600000","2015/7/1 10:31:43","热轧卷","RK1507010082"
"218","0101","1","1.000000","17.560000","2015/7/1 10:18:45","热轧卷","RK1507010069"
"219","0101","1","1.000000","7.390000","2015/7/1 10:26:47","热轧卷","RK1507010077"
"220","0101","1","1.000000","21.420000","2015/7/1 10:29:08","热轧卷","RK1507010080"
"221","0101","2","108.000000","7.400000","2015/7/1 9:18:49","","CK1507010001"
"222","0101","1","1.000000","10.990000","2015/7/1 10:20:55","热轧卷","RK1507010071"
"223","0101","1","1.000000","20.390000","2015/7/1 10:27:06","热轧卷","RK1507010078"
"224","0101","1","1.000000","16.100000","2015/7/1 10:32:47","热轧卷","RK1507010086"
"225","0101","1","1.000000","15.590000","2015/7/1 10:36:05","热轧卷","RK1507010093"
"226","0101","1","1.000000","19.720000","2015/7/1 10:36:29","热轧卷","RK1507010095"
"227","0101","3","","","2015/7/1 10:21:04","热轧卷","GA1507010000"
"228","0101","3","","","2015/7/1 10:21:10","热轧卷","GA1507010001"
"229","0101","3","","","2015/7/1 10:21:10","热轧卷","GA1507010002"
"230","0101","1","1.000000","17.360000","2015/7/1 10:27:27","热轧卷","RK1507010079"
"231","0101","1","1.000000","17.810000","2015/7/1 10:33:15","热轧卷","RK1507010088"
"232","0101","1","1.000000","24.190000","2015/7/1 10:33:58","热轧卷","RK1507010089"
"233","0101","3","2.000000","12.940000","2015/7/1 10:19:24","","GZ1507010000"
"234","0101","1","1.000000","19.340000","2015/7/1 10:32:34","热轧卷","RK1507010085"
"235","0101","1","1.000000","15.620000","2015/7/1 10:35:14","热轧卷","RK1507010092"
"236","0101","2","1.000000","19.110000","2015/7/1 11:22:37","","CK1507010003"
"237","0101","2","4.000000","86.280000","2015/7/1 12:32:41","","CK1507010005"
"238","0101","2","48.000000","5.815000","2015/7/1 11:43:55","","CK1507010004"
"239","0101","3","","","2015/7/1 11:39:05","热轧卷","GA1507010008"
"240","0101","3","","","2015/7/1 11:39:06","热轧卷","GA1507010009"
"241","0101","3","1.000000","27.580000","2015/7/1 11:57:10","","GH1507010000"
"242","0101","2","17.000000","35.940000","2015/7/1 11:03:56","","CK1507010002"
"243","0101","3","","","2015/7/1 11:33:04","热轧卷","GA1507010005"
"244","0101","3","","","2015/7/1 11:36:06","热轧卷","GA1507010006"
"245","0101","3","","","2015/7/1 11:36:06","热卷","GA1507010007"
"246","0101","3","","","2015/7/1 11:48:04","热轧卷","GA1507010010"
"247","0101","3","","","2015/7/1 11:06:08","热轧卷","GA1507010004"
"248","0101","2","2.000000","17.000000","2015/7/1 13:07:52","","CK1507010009"
"249","0101","3","1.000000","21.040000","2015/7/1 14:00:49","","GH1507010002"
"250","0101","2","89.000000","9.400000","2015/7/1 12:53:32","","CK1507010008"
"251","0101","2","1.000000","23.660000","2015/7/1 13:22:55","","CK1507010011"
"252","0101","2","1.000000","25.700000","2015/7/1 13:09:21","","CK1507010010"
"253","0101","3","3.000000","50.990000","2015/7/1 13:54:07","","GH1507010001"
"254","0101","2","2.000000","57.990000","2015/7/1 12:45:47","","CK1507010007"
"255","0101","2","147.000000","20.500000","2015/7/1 12:36:49","","CK1507010006"
"256","0101","3","","","2015/7/1 13:00:04","热轧卷","GA1507010011"
"257","0101","2","2.000000","37.840000","2015/7/1 14:19:17","","CK1507010012"
"258","0101","3","","","2015/7/1 14:42:12","热轧卷","GA1507010013"
"259","0101","3","","","2015/7/1 14:45:06","热轧卷","GA1507010014"
