"GM0","0101","上海宝钢运输有限公司","20130323","33","346.670000"
"GM0","0101","上海宝钢运输有限公司","20130209","24","172.200000"
"GM0","0101","上海宝钢运输有限公司","20130118","38","525.350000"
"GM0","0101","上海宝钢运输有限公司","20130328","29","270.090000"
"GM0","0101","上海宝钢运输有限公司","20130127","38","525.350000"
"GM0","0101","上海宝钢运输有限公司","20130210","24","172.200000"
"GM0","0101","上海宝钢运输有限公司","20130404","29","270.090000"
"GM0","0101","上海宝钢运输有限公司","20130124","38","525.350000"
"GM0","0101","上海宝钢运输有限公司","20130222","35","382.990000"
"GM0","0101","上海宝钢运输有限公司","20130115","33","433.220000"
"GM0","0101","上海宝钢运输有限公司","20130120","38","525.350000"
"GM0","0101","上海宝钢运输有限公司","20130405","29","270.090000"
"GM0","0101","上海宝钢运输有限公司","20130216","33","344.600000"
"GM0","0101","上海宝钢运输有限公司","20130302","36","400.770000"
"GM0","0101","上海宝钢运输有限公司","20130203","24","172.200000"
"GM0","0101","上海宝钢运输有限公司","20130109","33","433.220000"
"GM0","0101","上海宝钢运输有限公司","20130202","24","172.200000"
"GM0","0101","上海宝钢运输有限公司","20130305","36","400.770000"
"GM0","0101","上海宝钢运输有限公司","20130122","38","525.350000"
"GM0","0101","上海宝钢运输有限公司","20130409","29","270.090000"
"GM0","0101","上海宝钢运输有限公司","20130219","34","365.060000"
"GM0","0101","上海宝钢运输有限公司","20130309","36","400.770000"
"GM0","0101","上海宝钢运输有限公司","20130408","29","270.090000"
"GM0","0101","上海宝钢运输有限公司","20130126","38","525.350000"
"GM0","0101","上海宝钢运输有限公司","20130312","31","308.640000"
"GM0","0101","上海宝钢运输有限公司","20130131","24","172.200000"
"GM0","0101","上海宝钢运输有限公司","20130121","38","525.350000"
"GM0","0101","上海宝钢运输有限公司","20130315","31","308.640000"
"GM0","0101","上海宝钢运输有限公司","20130215","24","172.200000"
"GM0","0101","上海宝钢运输有限公司","20130217","34","365.060000"
"GM0","0101","上海宝钢运输有限公司","20130218","34","365.060000"
"GM0","0101","上海宝钢运输有限公司","20130318","31","308.640000"
"GM0","0101","上海宝钢运输有限公司","20130223","35","382.990000"
"GM0","0101","上海宝钢运输有限公司","20130222","35","382.990000"
"GM0","0101","上海宝钢运输有限公司","20130325","41","498.660000"
"GM0","0101","上海宝钢运输有限公司","20130311","31","308.640000"
"GM0","0101","上海宝钢运输有限公司","20130224","35","382.990000"
"GM0","0101","上海宝钢运输有限公司","20130327","29","270.090000"
"GM0","0101","上海宝钢运输有限公司","20130304","36","400.770000"
"GM0","0101","上海宝钢运输有限公司","20130301","36","400.770000"
"GM0","0101","上海宝钢运输有限公司","20130401","29","270.090000"
"GM0","0101","上海宝钢运输有限公司","20130213","24","172.200000"
"GM0","0101","上海宝钢运输有限公司","20130411","19","80.070000"
"GM0","0101","上海宝钢运输有限公司","20130117","38","525.350000"
"GM0","0101","上海宝钢运输有限公司","20130402","29","270.090000"
"GM0","0101","上海宝钢运输有限公司","20130407","29","270.090000"
"GM0","0101","上海宝钢运输有限公司","20130403","29","270.090000"
"GM0","0101","上海宝钢运输有限公司","20130316","31","308.640000"
"GM0","0101","上海宝钢运输有限公司","20130113","33","433.220000"
