"RK1501100089","0101","BGSA150109002016I5J0000327","","20","","2015/1/10 14:15:27","宝山钢铁股份有限公司","KH06759","1818","肖萍","2015/1/10 14:15:45","","PZ001001004","热卷","SS490-P","宝钢","","I5J0000327","","鑫益","061","","I5J0000327","1.0000","21.5700","21.5700","I5J0000327","2015/1/10 14:15:27","3.53*1497*C","2015/1/10 14:15:33","1818","2015/1/10 14:23:18","1818","0","室内库","0","","","2015/1/10 14:15:27","2015/1/10 14:15:27","","","","","","","","","","1","","0","0.0000","0","","","","","0"
"RK1501100100","0101","BGSA150110000002I5J0000246","","20","","2015/1/10 20:05:49","宝山钢铁股份有限公司","KH06759","100060","潘华良","2015/1/10 20:06:09","","PZ001001010","热轧卷","SPHC","宝钢","","I5J0000246","GZ000005","鑫益","061","","I5J0000246","1.0000","8.9500","8.9500","I5J0000246","2015/1/10 20:05:49","2.83*1298*C","2015/1/10 20:05:57","100060","2015/1/10 20:13:42","100060","0","室内库","0","","","2015/1/10 20:05:49","2015/1/10 20:05:49","","","","","","","","","","1","","0","0.0000","0","","","","","0"
"RK1501100111","0101","BGSA150110000001I5J0000265","","20","","2015/1/10 20:52:39","宝山钢铁股份有限公司","KH06759","100060","潘华良","2015/1/10 20:53:03","","PZ001001010","热轧卷","SS400","宝钢","","I5J0000265","GZ000180","鑫益","061","","I5J0000265","1.0000","19.8100","19.8100","I5J0000265","2015/1/10 20:52:39","2.52*1143*C","2015/1/10 20:52:51","100060","2015/1/10 21:00:35","100060","0","室内库","0","","","2015/1/10 20:52:39","2015/1/10 20:52:39","","","","","","","","","","1","","0","0.0000","0","","","","","0"
"RK1501100117","0101","BGSA150110000001I5J0000238","","20","","2015/1/10 20:55:28","宝山钢铁股份有限公司","KH06759","100060","潘华良","2015/1/10 20:55:47","","PZ001001010","热轧卷","IF-1","宝钢","","I5J0000238","GZ002594","鑫益","061","","I5J0000238","1.0000","26.6300","26.6300","I5J0000238","2015/1/10 20:55:28","4.03*1417*C","2015/1/10 20:55:35","100060","2015/1/10 21:03:24","100060","0","室内库","0","","","2015/1/10 20:55:28","2015/1/10 20:55:28","","","","","","","","","","1","","0","0.0000","0","","","","","0"
"RK1501100126","0101","BGSA150110000001I5J0000262","","20","","2015/1/10 20:59:49","宝山钢铁股份有限公司","KH06759","100060","潘华良","2015/1/10 21:00:05","","PZ001001010","热轧卷","SS400","宝钢","","I5J0000262","GZ000180","鑫益","061","","I5J0000262","1.0000","19.8000","19.8000","I5J0000262","2015/1/10 20:59:49","2.52*1143*C","2015/1/10 20:59:53","100060","2015/1/10 21:07:36","100060","0","室内库","0","","","2015/1/10 20:59:49","2015/1/10 20:59:49","","","","","","","","","","1","","0","0.0000","0","","","","","0"
"RK1501100134","0101","BGSA150109002014I5J0000300","","20","","2015/1/10 21:04:47","宝山钢铁股份有限公司","KH06759","100060","潘华良","2015/1/10 21:05:12","","PZ001001010","热轧卷","IF-1","宝钢","","I5J0000300","GZ002594","鑫益","061","","I5J0000300","1.0000","8.4400","8.4400","I5J0000300","2015/1/10 21:04:47","4.02*1290*C","2015/1/10 21:05:01","100060","2015/1/10 21:12:44","100060","0","室内库","0","","","2015/1/10 21:04:47","2015/1/10 21:04:47","","","","","","","","","","1","","0","0.0000","0","","","","","0"
"RK1501060014","0101","BGSA150105001240I5J0000015","","20","","2015/1/6 8:52:10","宝山钢铁股份有限公司","KH06759","100003","钱晓平","2015/1/6 8:52:33","","PZ001001004","热卷","IF-1","宝钢","","I5J0000015","GZ002594","鑫益","061","","I5J0000015","1.0000","7.5400","7.5400","I5J0000015","2015/1/6 8:52:10","5.72*1278*C","2015/1/6 8:52:33","100003","2015/1/6 9:00:11","100003","0","室内库","0","","","2015/1/6 8:52:10","2015/1/6 8:52:10","","","","","","","","","","1","","0","0.0000","0","","","","","0"
"RK1501100029","0101","BGSA150109002017I4J0000269","","20","","2015/1/10 8:34:23","宝山钢铁股份有限公司","KH06759","1818","肖萍","2015/1/10 8:34:45","","PZ001001004","热卷","MHS-3","宝钢","","I4J0000269","GZ004040","鑫益","061","","I4J0000269","1.0000","22.9800","22.9800","I4J0000269","2015/1/10 8:34:23","6.01*1228*C","2015/1/10 8:34:36","1818","2015/1/10 8:42:21","1818","0","室内库","0","","","2015/1/10 8:34:23","2015/1/10 8:34:23","","","","","","","","","","1","","0","0.0000","0","","","","","0"
"RK1501090014","0101","BGSA150108000053I5J0000079","","20","","2015/1/9 9:25:05","宝山钢铁股份有限公司","KH06759","100003","钱晓平","2015/1/9 9:25:20","","PZ001001004","热卷","S35C","宝钢","","I5J0000079","GZ000498","鑫益","061","","I5J0000079","1.0000","29.2400","29.2400","I5J0000079","2015/1/9 9:25:05","7.88*1450*C","2015/1/9 9:25:21","100003","2015/1/9 9:33:03","100003","0","室内库","0","","","2015/1/9 9:25:05","2015/1/9 9:25:05","","","","","","","","","","1","","0","0.0000","0","","","","","0"
"RK1501090022","0101","BGSA150108000053I5J0000086","","20","","2015/1/9 9:31:31","宝山钢铁股份有限公司","KH06759","100003","钱晓平","2015/1/9 9:31:51","","PZ001001004","热卷","SS540","宝钢","","I5J0000086","GZ002782","鑫益","061","","I5J0000086","1.0000","26.5800","26.5800","I5J0000086","2015/1/9 9:31:31","3.22*1186*C","2015/1/9 9:31:51","100003","2015/1/9 9:39:33","100003","0","室内库","0","","","2015/1/9 9:31:31","2015/1/9 9:31:31","","","","","","","","","","1","","0","0.0000","0","","","","","0"
