"   ","SEG_NO","OWNER_NUM","BILL_NUM","BILL_DATE","CUSTOM_NUM","CUSTOMER_ID","STOCK","ITEM_NUM","BILLSTATE","FETCH_PERSON","FETCH_PERSON_ID_CARD","DEPT_ID","DOWNLOADFLAG","DEPTID","RESOURCE_NUM","CONTRACT_ITEM_NUM","FILIALE_CODE","EXTSYSID","EXTSYSSTACKID","PLAN_COUNT","ACT_COUNT","VALID_START_DATE","VALID_END_DATE","SPECIAL_REQUEST","CONSIGNEE_NAME","CONSIGNEE_ADDR","CONSIGNEE_RESPNDER","CONSIGNEE_TELE","INSERT_TIME","OPTFLAG","EBS_BILL_BATCH_ID","OUT_SETTLE_TYPE","HOSING_PRICE"
"1","00001","BX","DC120902928","2012/9/17","C05055||","C05055","P00086","X120900038","30","","","01","0","0101","","TI15120900002","BX","BX","P00086","0.000000","0.000000","2012/9/17 17:45:06","2012/9/17 17:45:06","","","","","","2012/9/17 18:42:12","0","","客户承担",""
"2","00001","BX","DC120902898","2012/9/17","C04965||","C04965","P00086","X120700610","40","","","01","0","0101","","TI15120701383","BX","BX","P00086","0.000000","0.000000","2012/9/17 16:55:20","2012/9/17 16:55:20","","","","","","2012/9/17 17:44:02","0","","客户承担",""
"3","00001","BX","DC120902917","2012/9/17","C04965||","C04965","P00086","X120700610","40","","","01","0","0101","","TI15120701383","BX","BX","P00086","0.000000","0.000000","2012/9/17 17:25:06","2012/9/17 17:25:06","","","","","","2012/9/17 17:44:02","0","","客户承担",""
"4","00001","BX","DC120902926","2012/9/17","C05055||","C05055","P00086","X120900038","30","","","01","0","0101","","TI15120900002","BX","BX","P00086","0.000000","0.000000","2012/9/17 17:35:18","2012/9/17 17:35:18","","","","","","2012/9/17 17:44:02","0","","客户承担",""
"5","00001","BX","DC120902927","2012/9/17","C05055||","C05055","P00086","X120900041","40","","","01","0","0101","","TI15120900003","BX","BX","P00086","0.000000","0.000000","2012/9/17 17:35:19","2012/9/17 17:35:19","","","","","","2012/9/17 17:44:02","0","","客户承担",""
"6","00001","BX","DC120904038","2012/9/19","C04965||","C04965","P00086","X120700610","40","","","01","0","0101","","TI15120701388","BX","BX","P00086","0.000000","0.000000","2012/9/19 16:35:39","2012/9/19 16:35:39","","","","","","2012/9/19 16:44:13","0","","客户承担",""
"7","00001","BX","DC120904043","2012/9/19","C04965||","C04965","P00086","X120700610","40","","","01","0","0101","","TI15120701388","BX","BX","P00086","0.000000","0.000000","2012/9/19 16:45:35","2012/9/19 16:45:35","","","","","","2012/9/19 17:44:34","0","","客户承担",""
"8","00001","BX","DC120904044","2012/9/19","C04965||","C04965","P00086","X120700611","30","","","01","0","0101","","TI15120701391","BX","BX","P00086","0.000000","0.000000","2012/9/19 16:45:37","2012/9/19 16:45:37","","","","","","2012/9/19 17:44:34","0","","客户承担",""
"9","00001","BX","DC120904089","2012/9/19","C04965||","C04965","P00086","X120700610","40","","","01","0","0101","","TI15120701388","BX","BX","P00086","0.000000","0.000000","2012/9/19 17:16:00","2012/9/19 17:16:00","","","","","","2012/9/19 17:44:34","0","","客户承担",""
"10","00001","BX","DC120904058","2012/9/19","C05055||","C05055","P00086","X120900038","30","","","01","0","0101","","TI15120900002","BX","BX","P00086","0.000000","0.000000","2012/9/19 17:05:41","2012/9/19 17:05:41","","","","","","2012/9/19 17:44:34","0","","客户承担",""
"11","00001","BX","DC120904180","2012/9/20","C04949||","C04949","P00086","X120901023","40","","","01","0","0101","","TI15120902003","BX","BX","P00086","0.000000","0.000000","2012/9/20","2012/9/20","","","宝铁库","","","2012/9/20 14:44:59","0","","客户承担",""
"12","00001","BX","DC120904370","2012/9/20","C04949||","C04949","P00086","X120901050","40","","","01","0","0101","","TI15120700498","BX","BX","P00086","0.000000","0.000000","2012/9/20","2012/9/20","","","宝铁库","","","2012/9/20 15:44:54","0","","客户承担",""
"13","00001","BX","DC111100937","2011/11/9","C04965||","C04965","P00086","X111100107","40","","","01","0","0101","","TI15111100509","BX","BX","P00086","0.000000","0.000000","2011/11/9 9:50:15","2011/11/9 9:50:15","","","","","","2011/11/9 10:40:50","0","","客户承担",""
